motherboardId,partId,socket,formFactor,chipset,memoryMax,memoryType,memorySlot,color,pcieSixteenSlot,pcieEightSlot,pcieFourSlot,pcieOneSlot,pcieSlot,sataSlot,mTwoSlot,onboardEthernet,onboardVideo,usbTwoHeader,usbTwoHeaderSinglePort,usbThreeTwoGenOneHeader,usbThreeTwoGenTwoHeader,usbThreeTwoGenTwoByTwoHeader,wirelessNetworking,raidSupport,backConnectors,createdAt,updatedAt
335,456,LGA1700,EATX,Intel Z790,192,DDR5,4,Black,3,0,0,0,0,4,4,1 x 10 Gb/s (Marvell AQtion AQC113C),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
336,457,LGA1700,ATX,Intel B760,128,DDR4,4,Black,5,0,0,0,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
337,458,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,4,0,0,2,0,6,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
338,459,LGA1700,ITX,Intel B760,64,DDR4,2,Black / Gray,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Intel),Depends on CPU,1,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
339,460,LGA1700,MATX,Intel H610,64,DDR4,2,Black / Gray,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
340,461,LGA1700,MATX,Intel B760,192,DDR5,4,Black / Silver,2,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
341,462,LGA1700,ATX,Intel Z790,192,DDR5,4,Black / Gray,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
342,463,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,3,0,0,0,0,4,4,1 x 5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
343,464,LGA1700,ITX,Intel H610,64,DDR4,2,Black / Gray,1,0,0,0,0,4,1,1 x 1 Gb/s (Intel),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
344,465,LGA1700,MATX,Intel H610,64,DDR5,2,Brown / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
345,466,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
346,467,LGA1700,EATX,Intel Z790,192,DDR5,4,Black / Silver,3,0,0,0,0,4,4,1 x 10 Gb/s (Marvell AQtion AQC113C),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
347,468,LGA1700,ATX,Intel B760,128,DDR4,4,Black,5,0,0,0,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
348,469,LGA1700,ATX,Intel Z690,128,DDR4,4,Black / Gray,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
349,470,LGA1700,MATX,Intel B760,192,DDR5,4,Black / Gray,2,0,0,1,1,4,2,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
350,471,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,3,0,0,0,0,4,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
351,472,LGA1700,ATX,Intel Z790,192,DDR5,4,Gray / Black,4,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
352,473,LGA1700,ATX,Intel Z790,128,DDR4,4,Black,3,0,0,0,0,4,4,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
353,474,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,3,0,0,2,0,6,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
354,475,LGA1700,ATX,Intel Z690,128,DDR4,4,Black / Silver,3,0,0,0,0,6,4,1 x 2.5 Gb/s,Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
355,476,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,3,0,0,2,0,6,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
356,477,LGA1700,ATX,Intel B760,192,DDR5,4,Gray / Black,5,0,0,0,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 5 (5 GHz only),0,0,11/25/2024 23:39,11/25/2024 23:39
357,478,LGA1700,MATX,Intel B760,128,DDR4,4,Black,2,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
358,479,LGA1700,ITX,Intel Z790,96,DDR5,2,Silver / Black,1,0,0,0,0,2,2,1 x 2.5 Gb/s (Intel),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
359,480,LGA1700,ATX,Intel Z790,128,DDR4,4,Black,3,0,0,0,0,4,4,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
360,481,LGA1700,ITX,Intel B660,64,DDR4,2,Black,1,0,0,0,0,4,1,1 x 2.5 Gb/s (Intel),Depends on CPU,1,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
361,482,LGA1700,ATX,Intel Z690,192,DDR5,4,Black,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
362,483,LGA1700,ATX,Intel B660,128,DDR4,4,Black,5,0,0,0,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
363,484,LGA1700,ATX,Intel B760,128,DDR4,4,Black,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
364,485,LGA1700,ATX,Intel Z790,192,DDR5,4,Silver / Black,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
365,486,LGA1700,ATX,Intel Z690,128,DDR4,4,Black / Silver,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
366,487,LGA1700,ATX,Intel Z690,192,DDR5,4,Black,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
367,488,LGA1700,EATX,Intel Z690,192,DDR5,4,Black,3,0,0,0,0,6,5,1 x 10 Gb/s (Marvell AQtion AQC113C),Depends on CPU,2,0,2,2,1,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
368,489,LGA1700,ITX,Intel Z690,64,DDR4,2,Black / Silver,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Intel),Depends on CPU,1,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
369,490,LGA1700,MATX,Intel H610,64,DDR4,2,Black / Gray,1,0,0,1,0,4,1,1 x 1 Gb/s (Intel),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
370,491,LGA1700,ATX,Intel Z690,128,DDR5,4,Black / Silver,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
371,492,LGA1700,MATX,Intel Z690,128,DDR4,4,Black,2,0,0,0,0,6,3,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
372,493,LGA1700,ATX,Intel B660,192,DDR5,4,Black,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
373,494,AM5,ATX,AMD B650,192,DDR5,4,Gray / Black,4,0,0,0,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,3,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
374,495,AM5,ATX,AMD B650,192,DDR5,4,Black / Silver,3,0,0,0,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
375,496,AM5,ATX,AMD B650,192,DDR5,4,Silver,3,0,0,0,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
376,497,AM5,ATX,AMD X870E,256,DDR5,4,Black,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
377,498,AM5,ATX,AMD X870E,256,DDR5,4,White,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
378,499,AM5,ATX,AMD B650,192,DDR5,4,Gray / Black,3,0,0,0,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
379,500,AM5,ATX,AMD X870,256,DDR5,4,Black,3,0,0,0,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
380,501,AM5,MATX,AMD B650,192,DDR5,4,Silver / Black,1,0,0,1,0,4,1,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
381,502,AM5,ATX,AMD X870,256,DDR5,4,White,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
382,503,AM5,ATX,AMD X670,192,DDR5,4,Black / Gray,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
383,504,AM5,ATX,AMD B650,192,DDR5,4,Black / Silver,3,0,0,0,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
384,505,AM5,MATX,AMD B650,192,DDR5,4,Black,2,0,0,0,0,4,1,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
385,506,AM5,ATX,AMD X870,256,DDR5,4,Black,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
386,507,AM5,MATX,AMD B650,192,DDR5,4,Black / Gray,1,0,0,1,0,4,1,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
387,508,AM5,ITX,AMD B650,96,DDR5,2,Black / Silver,1,0,0,0,0,4,3,1 x 2.5 Gb/s (Intel),Depends on CPU,1,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
388,509,AM5,ITX,AMD A620,96,DDR5,2,Black / Gray,1,0,0,0,0,2,1,1 x 2.5 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
389,510,AM5,ATX,AMD B650E,192,DDR5,4,Silver / White,3,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
390,511,AM5,MATX,AMD B650,192,DDR5,4,Silver,2,0,0,0,0,4,1,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
391,512,AM5,ATX,AMD X870,256,DDR5,4,Black,3,0,0,0,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
392,513,AM5,ATX,AMD X870E,256,DDR5,4,Black,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
393,514,AM5,ATX,AMD B650,192,DDR5,4,Black / Gray,3,0,0,0,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
394,515,AM5,ATX,AMD X670,192,DDR5,4,Black,3,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
395,516,AM5,ATX,AMD X870E,256,DDR5,4,Black,3,0,0,0,0,4,3,1 x 5 Gb/s (Realtek),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 23:39,11/25/2024 23:39
396,517,AM5,MATX,AMD B650,192,DDR5,4,Black,1,0,0,1,0,4,1,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
397,518,AM5,MATX,AMD A620,192,DDR5,4,Brown / Gray,1,0,0,1,0,4,0,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
398,519,AM5,MATX,AMD B650,192,DDR5,4,Brown / Black,1,0,0,1,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
399,520,AM5,EATX,AMD X670E,256,DDR5,4,Black,3,0,0,0,0,6,3,1 x 10 Gb/s (Marvell AQtion AQC113C),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
400,521,AM5,ATX,AMD B650,192,DDR5,4,Black / Gray,4,0,0,0,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,3,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
401,522,AM5,MATX,AMD B650,192,DDR5,4,Brown / Silver,1,0,0,1,0,4,0,1 x 2.5 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
402,523,AM5,ATX,AMD B650,192,DDR5,4,Black / Silver,2,0,0,1,0,4,0,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
403,524,AM5,MATX,AMD A620,96,DDR5,2,Gray / Black,1,0,0,1,0,4,0,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
404,525,AM5,EATX,AMD X670E,192,DDR5,4,Black / Silver,3,0,0,0,0,6,3,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
405,526,AM5,MATX,AMD B650,96,DDR5,2,Black / Gray,1,0,0,1,0,4,0,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
406,527,AM5,ATX,AMD B650,192,DDR5,4,Black,2,0,0,1,0,4,0,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 23:39,11/25/2024 23:39
407,528,AM5,ATX,AMD B650,192,DDR5,4,Black / Gray,4,0,0,0,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,3,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
408,529,AM5,MATX,AMD A620,192,DDR5,4,Brown / Gray,1,0,0,1,0,4,0,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
409,530,AM4,MATX,AMD A520,64,DDR4,2,Brown / Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
410,531,AM4,MATX,AMD B550,128,DDR4,4,Brown / Silver,1,0,0,1,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
411,532,AM4,ATX,AMD B550,128,DDR4,4,Brown / Black,5,0,0,0,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
412,533,AM4,MATX,AMD B450,128,DDR4,4,Brown / Black,2,0,0,1,0,4,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
413,534,AM4,ATX,AMD B550,128,DDR4,4,Black,2,0,0,3,0,4,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
414,535,AM4,ITX,AMD A520,64,DDR4,2,Black,1,0,0,0,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
415,536,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,3,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
416,537,AM4,MATX,AMD A520,128,DDR4,4,Gray / Brown,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
417,538,AM4,MATX,AMD B550,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 1 Gb/s,Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
418,539,AM4,MATX,AMD A520,64,DDR4,2,Black,1,0,0,2,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
419,540,AM4,MATX,AMD B450,64,DDR4,2,Brown / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
420,541,AM4,ITX,AMD B550,64,DDR4,2,Black / Silver,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
421,542,AM4,MATX,AMD B550,128,DDR4,4,Black / Gold,2,0,0,1,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
422,543,AM4,MATX,AMD B450,128,DDR4,4,Black / Silver,2,0,0,1,0,4,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
423,544,AM4,MATX,AMD B550,128,DDR4,4,Black / Orange,2,0,0,1,0,4,2,1 x 1 Gb/s,Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
424,545,AM4,ATX,AMD B550,128,DDR4,4,Black,3,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
425,546,AM4,ATX,AMD B450,128,DDR4,4,Black,2,0,0,2,0,6,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
426,547,AM4,MATX,AMD B450,128,DDR4,4,Black,2,0,0,1,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
427,548,AM4,ATX,AMD B450,64,DDR4,4,Black / Silver,3,0,0,1,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
428,549,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,2,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
429,550,AM4,MATX,AMD B450,64,DDR4,4,Black / Gray,2,0,0,1,0,6,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
430,551,AM4,ATX,AMD A520,128,DDR4,4,Black / Orange,2,0,0,3,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
431,552,AM4,ATX,AMD B450,64,DDR4,4,Black / Silver,2,0,0,2,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
432,553,AM4,ATX,AMD B550,128,DDR4,4,Black / Orange,3,0,0,2,0,6,2,1 x 2.5 Gb/s,Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
433,554,AM4,MATX,AMD B550,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
434,555,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,3,0,0,1,0,6,3,1 x 1 Gb/s,No,2,0,2,2,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
435,556,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,3,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
436,557,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,3,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
437,558,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,2,0,0,3,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
438,559,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,3,0,0,2,0,6,1,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
439,560,AM4,ATX,AMD X570,128,DDR4,4,Black / White,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
440,561,AM4,MATX,AMD A520,128,DDR4,4,Black,1,0,0,2,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
441,562,AM4,ATX,AMD B550,128,DDR4,4,Black,3,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
442,563,LGA1700,ATX,Intel B760,192,DDR5,4,Black / Silver,5,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
443,564,LGA1700,ATX,Intel Z790,192,DDR5,4,Silver / Black,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
444,565,LGA1700,ATX,Intel B760,128,DDR4,4,Black,5,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,4,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
445,566,LGA1700,MATX,Intel H610,64,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
446,567,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,1,0,7,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
447,568,LGA1700,MATX,Intel B760,128,DDR4,4,Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
448,569,LGA1700,ATX,Intel Z790,192,DDR5,4,Black / Silver,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
449,570,LGA1700,MATX,Intel H610,64,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/26/2024 3:19,11/26/2024 3:19
450,571,LGA1700,ATX,Intel B760,192,DDR5,4,Black,2,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
451,572,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,4,0,0,2,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
